area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.508,0.07200000000000001,0.213,0.065,0.512,0.235,0.122,0.28600000000000003,0.203,0.449,0.008,0.048,0.144869215,0.299798793,0.224346076,0.330985915,13,7,0.237,0.145,0.078,0.07400000000000001,0.157,0.264,11.0,7.51,1240.0,1399.0,year 2,11.5
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.48100000000000004,0.055999999999999994,0.23800000000000002,0.102,0.517,0.253,0.17600000000000002,0.025,0.013999999999999999,0.941,0.01,0.011000000000000001,0.126968504,0.40649606299999996,0.296259843,0.170275591,14,12,0.28,0.235,0.11800000000000001,0.068,0.18,0.29,9.0,28.39,3490.0,2589.0,year 1,18.5
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.5,0.055999999999999994,0.14,0.08800000000000001,0.486,0.19899999999999998,0.218,0.04,0.0,0.934,0.02,0.004,0.109343936,0.38667992,0.318091451,0.185884692,12,9,0.315,0.172,0.10800000000000001,0.075,0.23,0.303,11.0,21.14602162162162,2389.0,3630.0,year 1,9.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.426,0.052000000000000005,0.222,0.068,0.467,0.221,0.162,0.017,0.043,0.904,0.0,0.004,0.243270189,0.431704885,0.216350947,0.108673978,12,11,0.341,0.373,0.125,0.10099999999999999,0.16469557362240286,0.375,15.0,21.79,8080.0,4829.0,year 1,20.4
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.478,0.057999999999999996,0.154,0.065,0.499,0.213,0.174,0.131,0.006999999999999999,0.79,0.006999999999999999,0.037000000000000005,0.077079108,0.218052738,0.38336714,0.321501014,9,8,0.204,0.141,0.078,0.066,0.21100000000000002,0.141,9.0,10.06,1260.0,1439.0,year 1,8.4
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.568,0.031,0.107,0.07,0.49700000000000005,0.223,0.192,0.049,0.0,0.9079999999999999,0.031,0.009000000000000001,0.097487437,0.35678392,0.383919598,0.161809045,12,11,0.281,0.299,0.1,0.06,0.23800000000000002,0.2,13.0,21.9,2529.0,1260.0,year 1,12.1
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.40700000000000003,0.069,0.243,0.102,0.499,0.243,0.172,0.036000000000000004,0.084,0.63,0.166,0.008,0.11428571400000001,0.381632653,0.35510204100000003,0.148979592,13,13,0.35600000000000004,0.222,0.13,0.086,0.115,0.359,11.0,27.0,2069.0,2640.0,year 1,22.5
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.455,0.040999999999999995,0.294,0.155,0.525,0.209,0.26,0.12300000000000001,0.013999999999999999,0.843,0.006999999999999999,0.0,0.11627907,0.321536906,0.30940343800000003,0.25278058600000003,10,11,0.268,0.21364882697947216,0.126,0.102,0.16469557362240286,0.27699999999999997,10.0,36.31,3679.0,929.0,year 2,18.6
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.457,0.06,0.293,0.12300000000000001,0.499,0.23,0.221,0.175,0.006999999999999999,0.785,0.01,0.022000000000000002,0.165995976,0.34305835,0.350100604,0.14084507,10,10,0.295,0.16899999999999998,0.122,0.07400000000000001,0.10400000000000001,0.26,9.0,21.16,3309.0,2010.0,year 1,17.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.517,0.055,0.188,0.08,0.51,0.21899999999999997,0.2,0.012,0.031,0.9420000000000001,0.0,0.002,0.136,0.4,0.292,0.172,9,9,0.324,0.251,0.122,0.087,0.16469557362240286,0.33299999999999996,14.0,21.14602162162162,2694.5,1999.5,year 2,13.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.409,0.109,0.27399999999999997,0.05,0.514,0.23199999999999998,0.168,0.017,0.48200000000000004,0.49700000000000005,0.006,0.002,0.20641282600000002,0.430861723,0.22745491,0.135270541,14,13,0.392,0.20600000000000002,0.185,0.11699999999999999,0.061,0.359,12.0,27.9,2700.0,2750.0,year 1,31.0
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.473,0.08,0.225,0.07200000000000001,0.516,0.23199999999999998,0.149,0.062,0.391,0.536,0.008,0.011000000000000001,0.162271805,0.337728195,0.31338742399999997,0.186612576,12,10,0.331,0.225,0.11900000000000001,0.1,0.159,0.298,12.0,21.05,2130.0,1649.0,year 2,17.9
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.515,0.032,0.292,0.187,0.498,0.19899999999999998,0.214,0.195,0.012,0.7709999999999999,0.016,0.003,0.10808080800000001,0.305050505,0.305050505,0.281818182,9,10,0.3,0.21364882697947216,0.113,0.07200000000000001,0.16469557362240286,0.24,9.0,29.71,2680.0,2130.0,year 1,11.1
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.377,0.111,0.248,0.09,0.544,0.253,0.153,0.009000000000000001,0.696,0.282,0.01,0.0,0.225548902,0.308383234,0.274451098,0.19161676600000002,14,17,0.414,0.21364882697947216,0.154,0.14800000000000002,0.16469557362240286,0.363,12.0,29.35,2694.5,2439.0,year 2,37.5
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.517,0.075,0.147,0.031,0.522,0.222,0.188,0.012,0.005,0.966,0.002,0.004,0.12386706900000001,0.394763343,0.296072508,0.18529708,10,14,0.326,0.21364882697947216,0.111,0.068,0.16469557362240286,0.266,14.0,11.88,3689.0,3060.0,year 2,14.8
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.662,0.04,0.192,0.106,0.48200000000000004,0.209,0.237,0.033,0.006,0.966,0.0,0.01,0.047,0.41600000000000004,0.35,0.187,7,3,0.3,0.21364882697947216,0.10800000000000001,0.0835641196013289,0.16469557362240286,0.28600000000000003,12.0,21.14602162162162,2694.5,1999.5,year 2,15.6
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.40700000000000003,0.079,0.223,0.045,0.509,0.21600000000000003,0.19,0.011000000000000001,0.009000000000000001,0.971,0.003,0.0,0.138203356,0.409674235,0.282329714,0.169792695,11,12,0.327,0.24100000000000002,0.131,0.083,0.107,0.289,13.0,25.5,2649.0,2649.0,year 1,15.2
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.47100000000000003,0.073,0.162,0.045,0.534,0.218,0.125,0.054000000000000006,0.628,0.284,0.0,0.034,0.17943548399999998,0.288306452,0.24193548399999998,0.290322581,14,10,0.33799999999999997,0.235,0.127,0.11699999999999999,0.175,0.28800000000000003,13.0,7.79,1749.0,1070.0,year 1,22.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.5479999999999999,0.023,0.153,0.073,0.489,0.231,0.212,0.017,0.0,0.9690000000000001,0.0,0.006999999999999999,0.109452736,0.341293532,0.308457711,0.24079602,12,8,0.32299999999999995,0.128,0.096,0.025,0.19699999999999998,0.263,10.0,21.14602162162162,2694.5,2009.0,year 1,11.3
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.406,0.156,0.392,0.121,0.48200000000000004,0.368,0.06,0.005,0.001,0.111,0.821,0.016,0.20556107199999998,0.43892750700000005,0.230387289,0.125124131,25,5,0.316,0.301,0.073,0.05,0.166,0.28300000000000003,11.626422250316056,21.14602162162162,820.0,1020.0,year 2,22.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.452,0.034,0.322,0.135,0.46399999999999997,0.276,0.107,0.45399999999999996,0.031,0.47600000000000003,0.022000000000000002,0.022000000000000002,0.297188755,0.27811245,0.230923695,0.1937751,19,7,0.32,0.154,0.08800000000000001,0.057999999999999996,0.16469557362240286,0.289,12.0,28.93,3150.0,2380.0,year 1,11.3
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.46799999999999997,0.040999999999999995,0.251,0.122,0.499,0.23600000000000002,0.18100000000000002,0.055,0.003,0.774,0.105,0.0,0.152173913,0.41304347799999996,0.280632411,0.15415019800000002,12,13,0.344,0.313,0.115,0.079,0.16469557362240286,0.386,10.0,35.47,2694.5,6169.0,year 2,17.6
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.484,0.040999999999999995,0.27899999999999997,0.102,0.499,0.27399999999999997,0.132,0.158,0.01,0.813,0.012,0.019,0.141575274,0.284147557,0.39581256200000003,0.17846460600000003,15,9,0.262,0.179,0.077,0.07,0.135,0.218,10.0,19.21,1369.0,1600.0,year 1,15.6
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.406,0.053,0.19,0.08900000000000001,0.36700000000000005,0.172,0.156,0.026000000000000002,0.113,0.855,0.004,0.004,0.145,0.485,0.252,0.11800000000000001,9,9,0.363,0.2,0.10300000000000001,0.07200000000000001,0.16469557362240286,0.29,9.0,11.25,16499.0,4250.0,year 2,19.4
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.424,0.059000000000000004,0.278,0.085,0.504,0.231,0.18,0.02,0.006,0.9570000000000001,0.006,0.003,0.269424823,0.376387487,0.24419778,0.109989909,13,12,0.35,0.304,0.113,0.08900000000000001,0.133,0.336,13.0,24.18,16059.0,8039.0,year 1,24.4
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.45899999999999996,0.044000000000000004,0.201,0.054000000000000006,0.506,0.226,0.159,0.017,0.034,0.9309999999999999,0.01,0.008,0.10789210800000001,0.43156843200000006,0.28571428600000004,0.174825175,11,11,0.355,0.387,0.11,0.1,0.19699999999999998,0.332,12.0,25.57,3599.0,5990.0,year 1,12.8
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.591,0.027000000000000003,0.08199999999999999,0.015,0.503,0.193,0.121,0.015,0.019,0.902,0.0,0.035,0.061752987999999995,0.207171315,0.243027888,0.488047809,10,7,0.209,0.11699999999999999,0.052000000000000005,0.076,0.205,0.14,11.0,5.03,1219.0,590.0,year 2,12.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.353,0.051,0.33399999999999996,0.142,0.434,0.233,0.134,0.546,0.063,0.379,0.008,0.016,0.268565615,0.37741607299999996,0.24415056,0.109867752,13,11,0.299,0.21364882697947216,0.105,0.11,0.16469557362240286,0.276,9.0,19.54,5280.0,2750.0,year 2,19.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.461,0.081,0.20800000000000002,0.057,0.51,0.23199999999999998,0.192,0.022000000000000002,0.019,0.945,0.008,0.0,0.17004048600000002,0.427125506,0.27226720600000004,0.13056680199999998,10,13,0.309,0.228,0.134,0.086,0.16469557362240286,0.28800000000000003,15.0,38.06,3690.0,3069.0,year 2,17.9
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.314,0.107,0.209,0.07400000000000001,0.504,0.221,0.14800000000000002,0.0,0.015,0.9790000000000001,0.0,0.003,0.291583166,0.352705411,0.22745491,0.12825651300000002,13,12,0.37,0.316,0.155,0.10800000000000001,0.10800000000000001,0.381,13.0,40.11,2799.0,2320.0,year 2,33.6
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Recreation,0.42100000000000004,0.068,0.324,0.11900000000000001,0.498,0.185,0.235,0.09699999999999999,0.011000000000000001,0.871,0.0,0.01,0.199604743,0.331027668,0.285573123,0.18379446600000002,9,13,0.23600000000000002,0.268,0.10300000000000001,0.065,0.16699999999999998,0.319,13.0,18.09,5459.0,910.0,year 1,23.2
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.321,0.094,0.21899999999999997,0.055,0.511,0.247,0.165,0.016,0.012,0.9670000000000001,0.006,0.003,0.29405840899999997,0.407854985,0.181268882,0.116817724,13,12,0.341,0.297,0.14300000000000002,0.09,0.16469557362240286,0.353,13.0,32.37,3590.0,3539.0,year 2,35.4
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.434,0.069,0.138,0.091,0.489,0.17600000000000002,0.29600000000000004,0.01,0.0,0.946,0.027999999999999997,0.006999999999999999,0.09276248699999999,0.398572885,0.35168195700000004,0.156982671,7,13,0.273,0.14800000000000002,0.098,0.061,0.154,0.245,12.0,15.82,5240.0,1220.0,year 1,15.2
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.35,0.081,0.249,0.11,0.519,0.141,0.308,0.03,0.008,0.9440000000000001,0.002,0.0,0.109406953,0.350715746,0.31390593,0.22597137,7,13,0.266,0.21364882697947216,0.136,0.078,0.16469557362240286,0.257,13.0,15.02,2690.0,1160.0,year 1,17.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.514,0.035,0.12,0.053,0.499,0.237,0.21,0.022000000000000002,0.0,0.9740000000000001,0.006999999999999999,0.003,0.085914086,0.442557443,0.31868131899999996,0.152847153,12,12,0.27699999999999997,0.142,0.092,0.039,0.134,0.266,12.0,19.86,2139.0,5360.0,year 1,9.7
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.37799999999999995,0.094,0.24600000000000002,0.077,0.496,0.278,0.109,0.273,0.031,0.5670000000000001,0.032,0.076,0.189054726,0.256716418,0.411940299,0.14228855699999998,16,8,0.271,0.16899999999999998,0.083,0.061,0.196,0.191,9.0,15.97,3330.0,4859.0,year 1,22.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.442,0.073,0.292,0.128,0.521,0.233,0.204,0.073,0.21899999999999997,0.6709999999999999,0.008,0.008,0.16833667300000002,0.34468937899999996,0.34068136299999996,0.146292585,12,12,0.322,0.21364882697947216,0.129,0.09699999999999999,0.16469557362240286,0.311,10.0,37.2,2579.0,6419.0,year 2,18.2
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.31,0.08900000000000001,0.21,0.065,0.491,0.196,0.152,0.0,0.013000000000000001,0.971,0.0,0.003,0.293,0.35100000000000003,0.228,0.128,12,11,0.40700000000000003,0.297,0.133,0.105,0.095,0.392,13.0,37.13,2660.0,2679.0,year 1,33.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.342,0.063,0.245,0.048,0.551,0.175,0.20800000000000002,0.013999999999999999,0.048,0.925,0.0,0.004,0.171828172,0.411588412,0.280719281,0.135864136,7,13,0.375,0.20199999999999999,0.13,0.115,0.10099999999999999,0.353,13.0,21.68,6780.0,2279.0,year 1,26.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.456,0.064,0.312,0.107,0.512,0.263,0.161,0.10400000000000001,0.235,0.632,0.008,0.008,0.259296482,0.34572864299999995,0.242211055,0.152763819,11,11,0.327,0.27699999999999997,0.11699999999999999,0.08900000000000001,0.16469557362240286,0.294,13.0,21.39,10929.0,2220.0,year 1,28.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.445,0.055,0.23800000000000002,0.078,0.46799999999999997,0.201,0.177,0.034,0.38799999999999996,0.5589999999999999,0.01,0.002,0.223,0.37,0.253,0.154,11,12,0.363,0.205,0.11900000000000001,0.105,0.24100000000000002,0.287,12.0,18.9,2960.0,1579.0,year 2,25.2
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.53,0.08900000000000001,0.28600000000000003,0.17,0.461,0.24600000000000002,0.095,0.034,0.013000000000000001,0.705,0.14300000000000002,0.039,0.07552870099999999,0.267875126,0.364551863,0.29204431,15,7,0.295,0.223,0.059000000000000004,0.052000000000000005,0.21600000000000003,0.244,11.626422250316056,21.14602162162162,2440.0,1379.0,year 1,9.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.41100000000000003,0.078,0.322,0.113,0.48,0.256,0.12,0.107,0.28300000000000003,0.606,0.0,0.008,0.22709163300000001,0.38645418299999995,0.24601593600000002,0.140438247,15,8,0.3,0.21100000000000002,0.114,0.111,0.121,0.313,12.0,23.65,3870.0,1860.0,year 2,28.7
